Site Timezone,5.5,Elevation,405,Is Offshore,0,WRF Region,1,,,,
Longitude,76.921875,,,,,,,,,,
Latitude,20.42926025,,,,,,,,,,
Year,Month,Day,Hour,Minute,temperature at 100m (C),wind direction at 100m (deg),wind speed at 100m (m/s),air pressure at 100m (Pa),wind speed at 80m (m/s),temperature at 80m (C),wind direction at 80m (deg)
2014,10,25,7,30,22.39,88.72,1.97,95760,2.27,22.32,85.5
2014,10,25,8,30,23.55,181.29,1.55,95810,1.48,23.76,180.91
2014,10,25,9,30,25.35,185.45,2.9,95830,2.82,25.56,185.46
2014,10,25,10,30,26.31,198.64,2.91,95820,2.89,26.52,198.62
2014,10,25,11,30,23.34,87.91,0.76,95900,0.75,23.55,87.71
2014,10,25,12,30,23.68,12.33,0.81,95940,0.7,23.89,17.07
2014,10,25,13,30,24.11,95.86,0.58,95950,0.6,24.15,127.75
2014,10,25,14,30,24.66,90.01,2.91,95900,2.27,24.64,99.46
2014,10,25,15,30,24.47,92.95,4.5,95800,4.03,24.66,96.14
2014,10,25,16,30,24.65,104.04,4.18,95710,4.08,24.65,106.04
2014,10,25,17,30,25.16,99.14,3.86,95700,3.84,25.12,101.66
2014,10,25,18,30,24.73,71.1,3.27,95680,2.9,24.62,72.61
2014,10,25,19,30,23.72,58.14,3.06,95710,2.67,23.64,59.09
2014,10,25,20,30,23.12,65.57,1.95,95780,1.66,23.03,71
2014,10,25,21,30,23.72,63.05,1.78,95800,1.42,23.62,67.51
2014,10,25,22,30,24.76,88.49,2.3,95790,2.09,24.55,93.51
2014,10,25,23,30,25.24,90.5,2.23,95740,2.31,24.99,98.73
2014,10,26,0,30,22.98,27.15,2.37,95780,2.1,22.92,27.4
2014,10,26,1,30,22.45,53.14,1.82,95820,1.56,22.33,60.18
2014,10,26,2,30,23.39,26.36,3.07,95790,2.59,23.28,27.49
2014,10,26,3,30,23.18,90.84,1.68,95770,1.61,23.07,111.65
2014,10,26,4,30,22.95,60.74,2.46,95760,2.19,22.93,67.07
2014,10,26,5,30,22.95,100.68,4.23,95810,4.28,22.97,105.86
2014,10,26,6,30,23.02,148.92,8.11,95850,8.39,22.79,153.04
2014,10,26,7,30,22.85,153.4,7.71,95910,7.37,22.63,157.33
2014,10,26,8,30,22.4,170.34,6.3,95970,5.74,22.33,169.75
2014,10,26,9,30,23.59,186.69,2.51,96020,2.47,23.82,186.99
2014,10,26,10,30,25.45,143.96,2.18,96020,2.15,25.69,143.77
2014,10,26,11,30,22.61,69.24,2.4,96030,2.38,22.83,68.77
2014,10,26,12,30,22.44,102.54,4.56,96060,4.51,22.65,102.61
2014,10,26,13,30,22.01,104.8,5.44,96070,5.37,22.24,104.88
2014,10,26,14,30,22.13,103.25,5.63,96040,5.55,22.35,103.14
2014,10,26,15,30,21.53,128.02,5.86,95980,5.71,21.73,128.02
2014,10,26,16,30,20.61,149.55,5.79,95930,5.54,20.8,149.52
2014,10,26,17,30,19.83,154.4,5.31,95930,4.98,20.01,154.48
2014,10,26,18,30,19.47,159.11,4.4,95970,4.01,19.64,159.52
2014,10,26,19,30,19.08,171.19,4.42,95990,4.03,19.26,172.15
2014,10,26,20,30,18.63,175.68,3.72,95990,3.24,18.8,177.33
2014,10,26,21,30,18.23,185.27,3.68,96000,3.28,18.34,187.35
2014,10,26,22,30,17.84,197.57,2.26,96050,1.8,17.9,201.92
2014,10,26,23,30,17.68,194.37,2.27,96060,1.85,17.68,198.21
2014,10,27,0,30,17.58,200.54,3.69,96100,3.42,17.53,203.7
2014,10,27,1,30,17.78,205.5,4.65,96080,4.52,17.72,208.81
2014,10,27,2,30,17.77,204.9,4.08,96040,3.97,17.6,209.69
2014,10,27,3,30,17.98,195.87,4.81,96060,4.67,17.76,200.87
2014,10,27,4,30,18.14,190.31,4.48,96040,4.33,17.94,196.86
2014,10,27,5,30,17.71,178.48,3.43,95990,3.28,17.46,185.14
2014,10,27,6,30,16.88,199.61,2.31,96020,2.37,16.51,207.08
2014,10,27,7,30,15.61,222.58,1.66,96070,1.48,14.91,246.84
2014,10,27,8,30,17.82,227.88,1.48,96130,1.46,18.05,231.12
2014,10,27,9,30,20.71,197.07,0.57,96130,0.54,20.94,199.4
2014,10,27,10,30,22.56,68.97,0.68,96090,0.68,22.8,66.89
2014,10,27,11,30,23.41,39.12,1.71,96030,1.7,23.65,39.02
2014,10,27,12,30,24.67,48.8,1.79,95970,1.77,24.9,48.71
2014,10,27,13,30,25.45,48.89,2.5,95890,2.48,25.67,48.77
2014,10,27,14,30,25.89,64.12,3.07,95830,3.03,26.12,64.09
2014,10,27,15,30,25.98,67.12,3.04,95780,3.01,26.19,67.24
2014,10,27,16,30,25.78,75.43,2.53,95750,2.52,25.97,76.11
2014,10,27,17,30,25.53,104.95,2.48,95780,2.49,25.67,106.98
2014,10,27,18,30,25.25,123.63,2.31,95810,2.36,25.38,126.33
2014,10,27,19,30,24.99,141.93,2.2,95820,2.35,25.1,144.25
2014,10,27,20,30,24.66,162.53,4.15,95820,4.44,24.72,162.24
2014,10,27,21,30,24.38,162.7,4.77,95840,5.13,24.41,161.59
2014,10,27,22,30,24.34,178.07,3.62,95880,3.95,24.39,174.6
2014,10,27,23,30,22.33,233.19,1.6,95900,1.53,21.96,239.05
2014,10,28,0,30,22.16,244.26,2.23,95900,2.26,21.67,242.97
2014,10,28,1,30,22.89,244.8,2.66,95900,2.92,22.5,234.59
2014,10,28,2,30,22.98,260.18,2.24,95850,2.37,22.79,246.84
2014,10,28,3,30,22.54,244.64,1.53,95830,1.74,22.44,230.04
2014,10,28,4,30,22.11,261.82,1.37,95830,1.43,22.06,246.27
2014,10,28,5,30,20.75,253.87,2.08,95860,2.17,20.63,248.87
2014,10,28,6,30,19.98,246.66,2.21,95850,2.36,19.71,244.22
2014,10,28,7,30,19.82,230.51,1.37,95870,1.28,19.75,228.67
2014,10,28,8,30,21.7,314.7,0.69,95940,0.72,21.92,315.6
2014,10,28,9,30,23.46,15.78,0.91,95960,0.93,23.69,14.6
2014,10,28,10,30,24.83,32.96,1.66,95920,1.66,25.07,32.58
2014,10,28,11,30,25.63,15.92,2.74,95850,2.72,25.86,15.83
2014,10,28,12,30,26.42,21.73,3.16,95830,3.13,26.66,21.79
2014,10,28,13,30,27.01,16.96,3.56,95800,3.52,27.24,17.08
2014,10,28,14,30,27.32,22.05,2.83,95800,2.81,27.54,22.21
2014,10,28,15,30,27.32,18.19,2.86,95740,2.83,27.52,18.34
2014,10,28,16,30,27.15,26.43,2,95740,1.99,27.33,26.86
2014,10,28,17,30,26.92,19.94,1.27,95770,1.2,27.05,21.57
2014,10,28,18,30,26.61,32.31,0.81,95810,0.66,26.67,43.42
2014,10,28,19,30,25.86,337.4,1.66,95820,1.21,25.84,333.25
2014,10,28,20,30,24.79,352.58,1.84,95880,1.42,24.82,331.5
2014,10,28,21,30,24.09,343.07,1.01,95880,0.84,24.17,301.46
2014,10,28,22,30,23.94,45.17,0.9,95890,0.21,23.99,70.54
2014,10,28,23,30,23.88,26.02,1.01,95900,0.47,23.92,9.95
2014,10,29,0,30,23.73,34.93,1.08,95940,0.58,23.77,22.52
2014,10,29,1,30,23.66,94.89,1.65,95950,1.26,23.68,108.48
2014,10,29,2,30,23.65,97.95,2.5,95900,2.18,23.56,105.65
2014,10,29,3,30,23.29,96.61,2.75,95890,2.51,23.24,103.15
2014,10,29,4,30,21.94,44.36,1.77,95890,1.44,21.8,42.34
2014,10,29,5,30,20.41,34.09,1.39,95910,1.25,19.97,23.8
2014,10,29,6,30,20.39,39.86,1.44,95920,1.08,19.87,29.93
2014,10,29,7,30,20.07,20.77,0.82,95910,0.43,19.6,348.94
2014,10,29,8,30,21.33,19.42,0.64,95960,0.64,21.55,18.16
2014,10,29,9,30,23.67,10.66,1.45,95980,1.44,23.89,10.31
2014,10,29,10,30,25.63,4.18,2.33,95980,2.31,25.86,3.88
2014,10,29,11,30,26.6,86.05,1.95,95870,1.92,26.83,85.71
2014,10,29,12,30,27.44,78.76,2.52,95800,2.5,27.67,78.7
2014,10,29,13,30,27.92,66.12,3.51,95730,3.46,28.16,66.15
2014,10,29,14,30,28.14,51.2,3.03,95750,3,28.36,51.29
2014,10,29,15,30,28.2,59.52,2.72,95740,2.69,28.4,59.91
2014,10,29,16,30,28.07,68.46,2.48,95760,2.44,28.24,69.35
2014,10,29,17,30,27.75,95.73,2.39,95800,2.35,27.85,99.34
2014,10,29,18,30,27.56,125.67,2.67,95850,2.73,27.69,128.43
2014,10,29,19,30,27.32,160.14,2.9,95820,3.05,27.41,160.76
2014,10,29,20,30,26.98,177.86,3.69,95880,4,27.02,176.55
2014,10,29,21,30,26.72,186.59,3.64,95890,3.95,26.73,184.74
2014,10,29,22,30,26.09,195.85,3.48,95920,3.71,25.94,195.4
2014,10,29,23,30,25.75,200.29,4.69,95890,5.03,25.55,199.06
2014,10,30,0,30,25.89,204.26,4.14,95860,4.56,25.73,201.33
2014,10,30,1,30,25.72,199.83,5.02,95860,5.57,25.54,197.23
2014,10,30,2,30,25.56,210.58,5.07,95850,5.6,25.32,207.25
2014,10,30,3,30,25.45,227.44,4.36,95830,4.93,25.17,220.27
2014,10,30,4,30,24.63,240.61,3.92,95830,4.16,24.32,232.76
2014,10,30,5,30,22.12,272.95,3.17,95810,2.94,21.74,270.03
2014,10,30,6,30,21.86,269,2.98,95800,2.71,21.39,262.8
2014,10,30,7,30,21.53,288.83,2.56,95850,2.3,21.24,278.5
2014,10,30,8,30,22.88,301.69,1.6,95930,1.56,23.1,301.45
2014,10,30,9,30,25.09,337.94,2.21,95950,2.18,25.32,337.75
2014,10,30,10,30,26.93,3.43,2.75,95970,2.72,27.16,3.29
2014,10,30,11,30,26.92,24.37,1.12,95870,1.12,27.16,24.08
2014,10,30,12,30,27.8,33.63,2.72,95800,2.7,28.04,33.53
2014,10,30,13,30,28.31,49.81,3.79,95670,3.75,28.55,49.8
2014,10,30,14,30,28.56,61.43,3.55,95620,3.51,28.78,61.43
2014,10,30,15,30,28.63,59.21,3.11,95650,3.08,28.83,59.29
2014,10,30,16,30,28.52,64.55,3.01,95690,2.96,28.7,64.98
2014,10,30,17,30,28.26,82.26,2.57,95690,2.53,28.39,84.25
2014,10,30,18,30,28.1,92.61,2.44,95740,2.44,28.22,95.61
2014,10,30,19,30,27.78,124.9,2.38,95750,2.49,27.83,128.41
2014,10,30,20,30,27.62,154.36,2.81,95760,3.1,27.64,156.66
2014,10,30,21,30,27.17,188.54,1.82,95810,2.15,27.05,187.66
2014,10,30,22,30,25.48,224.73,2.37,95860,2.66,25.17,221.72
2014,10,30,23,30,25.63,216.62,3.72,95860,4.06,25.45,214.82
2014,10,31,0,30,25.58,216.79,3.89,95820,4.28,25.38,214.04
2014,10,31,1,30,25.35,221.54,4.26,95800,4.66,25.11,217.86
2014,10,31,2,30,25.27,228.84,3.72,95750,4.1,25.06,224.02
2014,10,31,3,30,25.07,228.21,3.39,95690,3.79,24.88,223.1
2014,10,31,4,30,24.32,244.34,4.01,95710,4.08,24.07,239.36
2014,10,31,5,30,22.89,265.75,3.94,95750,3.64,22.6,263.55
2014,10,31,6,30,21.67,291.09,3.45,95700,3.17,21.3,288.91
2014,10,31,7,30,20.64,302.07,2.81,95750,2.36,20.25,295
2014,10,31,8,30,22.02,293.47,2.48,95840,2.43,22.25,293.11
2014,10,31,9,30,24.69,350.62,1.64,95840,1.63,24.92,350.45
2014,10,31,10,30,26.46,15.79,2.2,95850,2.18,26.69,15.62
2014,10,31,11,30,27.19,45.81,2.32,95710,2.31,27.42,45.5
2014,10,31,12,30,28.02,31.5,2.61,95730,2.59,28.25,31.44
2014,10,31,13,30,28.58,31.76,2.43,95770,2.41,28.8,31.75
2014,10,31,14,30,28.82,47.74,2,95720,1.98,29.04,47.91
2014,10,31,15,30,28.92,49.25,2.44,95750,2.42,29.12,49.46
2014,10,31,16,30,28.8,68.19,2.35,95770,2.33,28.98,68.94
2014,10,31,17,30,28.4,105.19,3.2,95780,3.19,28.49,107.65
2014,10,31,18,30,28.21,124.5,4.11,95780,4.19,28.35,125.42
2014,10,31,19,30,27.88,138.38,4.58,95810,4.82,27.94,139.85
2014,10,31,20,30,27.56,148.51,6.61,95820,6.9,27.59,148.81
2014,10,31,21,30,27.16,152.7,6.55,95830,6.77,26.94,153.34
2014,10,31,22,30,25.45,168.35,5.24,95840,4.91,24.82,172.39
2014,10,31,23,30,23.52,186.85,1.8,95850,1.55,22.83,202.3
2014,11,1,0,30,24.5,186.62,2.51,95850,2.5,24.01,191.76
2014,11,1,1,30,25.26,199.14,1.58,95850,1.84,24.94,200.32
2014,11,1,2,30,24.88,217.99,1.38,95790,1.74,24.63,211.84
2014,11,1,3,30,24.47,254.09,1.68,95760,1.91,24.26,243.5
2014,11,1,4,30,23.15,279.24,1.73,95760,1.76,22.86,268.72
2014,11,1,5,30,22.48,264.08,2.57,95750,2.54,22.17,261.05
2014,11,1,6,30,20.3,313.96,3.19,95780,3.05,19.95,308.84
2014,11,1,7,30,22.25,322.29,1.83,95810,1.39,21.8,304.5
2014,11,1,8,30,22.93,350.53,1.9,95890,1.89,23.15,350.06
2014,11,1,9,30,24.96,41.7,1.94,95920,1.9,25.19,41.01
2014,11,1,10,30,26.75,62.56,4.44,95910,4.37,26.98,62.51
2014,11,1,11,30,27.87,18.55,2.19,95780,2.17,28.11,18.59
2014,11,1,12,30,28.87,16.54,2.61,95790,2.59,29.1,16.52
2014,11,1,13,30,29.54,20.89,3.28,95710,3.25,29.77,20.91
2014,11,1,14,30,29.92,29.77,2.17,95660,2.15,30.14,29.93
2014,11,1,15,30,30.02,42.97,2.11,95680,2.09,30.22,43.38
2014,11,1,16,30,29.9,74.78,1.94,95710,1.94,30.09,76.01
2014,11,1,17,30,29.67,97.47,2.16,95740,2.18,29.8,100.31
2014,11,1,18,30,29.32,126.78,4.04,95780,4.16,29.44,127.86
2014,11,1,19,30,29.22,133.44,3.24,95810,3.33,29.28,135.7
2014,11,1,20,30,27.43,335.16,1.75,95880,1.42,27.31,320.73
2014,11,1,21,30,27.19,332.82,2.08,95880,1.9,27.01,312.06
2014,11,1,22,30,26.4,329.24,2.72,95890,2.64,26.14,309.48
2014,11,1,23,30,26.1,350.96,1.6,95880,1.48,25.96,314.03
2014,11,2,0,30,25.66,22.7,1.33,95900,0.86,25.62,343.77
2014,11,2,1,30,24.88,13.1,1.18,95910,0.9,24.8,328.94
2014,11,2,2,30,24.41,98.58,0.35,95900,0.34,24.32,221.56
2014,11,2,3,30,24.06,267.08,0.68,95870,1.02,23.94,262.49
2014,11,2,4,30,23.26,268.37,1.66,95870,1.75,23.08,261.75
2014,11,2,5,30,22.99,269.2,2.57,95870,2.78,22.67,264.71
2014,11,2,6,30,21.23,308.4,2.59,95890,2.6,20.97,300.57
2014,11,2,7,30,19.98,2.98,2.21,95930,1.68,19.83,353.28
2014,11,2,8,30,22.02,348.78,1.61,95960,1.59,22.25,348.3
2014,11,2,9,30,24.2,1.67,2.42,95960,2.39,24.44,1.57
2014,11,2,10,30,26.17,58.13,2.92,95970,2.9,26.41,58.03
2014,11,2,11,30,28.04,0.13,2.81,95870,2.8,28.27,0.13
2014,11,2,12,30,29.14,14.08,2.95,95900,2.93,29.37,14.07
2014,11,2,13,30,29.79,17.25,2.3,95880,2.28,30.02,17.33
2014,11,2,14,30,30.14,11.54,2.89,95860,2.86,30.36,11.67
2014,11,2,15,30,30.18,13.76,3.19,95800,3.15,30.38,13.94
2014,11,2,16,30,30.04,28.12,2.86,95800,2.82,30.23,28.6
2014,11,2,17,30,29.75,32.05,3.12,95840,2.94,29.81,33.67
2014,11,2,18,30,28.89,22.69,3.36,95890,2.79,28.8,28.94
2014,11,2,19,30,27.65,17.38,2.45,95920,1.81,27.77,26.56
2014,11,2,20,30,26.41,343.58,1.57,95940,1.12,26.54,327.17
2014,11,2,21,30,25.69,337.2,1.97,95940,1.54,25.74,316.93
2014,11,2,22,30,25.75,357.83,2.47,95970,1.77,25.59,337.35
2014,11,2,23,30,25.42,53.58,2.49,95990,1.62,25.36,50.1
2014,11,3,0,30,25.27,72.13,3.68,96000,2.79,25.14,69.26
2014,11,3,1,30,25.11,61.67,2.77,95980,1.88,24.83,50.96
2014,11,3,2,30,24.59,25.11,1.99,95940,1.45,24.2,352.91
2014,11,3,3,30,23.19,355.52,1.67,95930,1.52,22.93,325.14
2014,11,3,4,30,21.97,350.97,1.63,95940,1.51,21.74,330.03
2014,11,3,5,30,21.84,44.38,0.88,95960,0.49,21.53,343.61
2014,11,3,6,30,22.2,82.34,1.85,95970,0.84,21.89,95.95
2014,11,3,7,30,22.62,93.64,1.87,96010,1.08,22.31,122.08
2014,11,3,8,30,23.94,58.46,1.29,96060,1.19,24.16,56.74
2014,11,3,9,30,25.9,37.39,2.86,96090,2.81,26.13,37.02
2014,11,3,10,30,27.42,28.21,3.49,96080,3.45,27.65,27.96
2014,11,3,11,30,27.72,26.56,3.11,95960,3.08,27.96,26.5
2014,11,3,12,30,28.92,25.36,3.8,95950,3.75,29.16,25.42
2014,11,3,13,30,29.5,8.7,3.99,95900,3.94,29.73,8.79
2014,11,3,14,30,29.79,0.06,4.79,95840,4.73,30.01,0.09
2014,11,3,15,30,29.7,355.57,5.03,95770,4.94,29.9,355.62
2014,11,3,16,30,29.32,356.54,6.43,95750,6.19,29.47,356.5
2014,11,3,17,30,28.62,354.23,7.94,95780,7.51,28.67,353.6
2014,11,3,18,30,27.97,357.09,7.59,95820,7.04,27.88,355.46
2014,11,3,19,30,27.09,0.05,6.78,95840,5.87,26.75,358.28
2014,11,3,20,30,25.09,8.09,4.47,95880,3.43,24.78,4.42
2014,11,3,21,30,24.77,5.54,3.2,95890,2.31,24.4,351
2014,11,3,22,30,24.29,358.08,2.18,95880,1.54,23.97,331.09
2014,11,3,23,30,23.97,33.32,1.15,95890,0.26,23.73,346.1
2014,11,4,0,30,23.64,79.65,1.91,95900,1.3,23.54,91.22
2014,11,4,1,30,23.96,74.45,2.04,95910,1.33,23.75,93.04
2014,11,4,2,30,24.05,47.25,2.62,95900,1.8,23.75,45.21
2014,11,4,3,30,23.41,52.06,2.22,95880,1.54,23.07,48.62
2014,11,4,4,30,23.19,46.97,1.9,95880,1.31,22.81,38.49
2014,11,4,5,30,22.85,36.82,1.2,95890,0.73,22.49,18.58
2014,11,4,6,30,22.38,12.86,0.84,95900,0.63,22.06,346.61
2014,11,4,7,30,21.7,334.09,1.8,95920,1.59,21.41,328.73
2014,11,4,8,30,22,333.02,1.95,95970,1.9,22.22,333.39
2014,11,4,9,30,24.28,12.23,1.4,95980,1.38,24.5,11.91
2014,11,4,10,30,26.56,17.15,1.91,95980,1.88,26.79,16.9
2014,11,4,11,30,27.79,13.72,2.37,95910,2.35,28.02,13.7
2014,11,4,12,30,28.68,20.78,2.67,95880,2.64,28.92,20.75
2014,11,4,13,30,29.12,13.51,3.39,95810,3.35,29.35,13.59
2014,11,4,14,30,29.43,1.34,3.67,95750,3.62,29.65,1.37
2014,11,4,15,30,29.39,6.7,4.55,95700,4.48,29.59,6.8
2014,11,4,16,30,29.2,338.49,4.07,95690,3.93,29.37,338.58
2014,11,4,17,30,28.71,354.88,7.82,95740,7.35,28.71,354.28
2014,11,4,18,30,28.06,354.79,8.19,95760,7.68,27.97,354.24
2014,11,4,19,30,27.51,1.29,7.29,95750,6.69,27.3,0.99
2014,11,4,20,30,26.96,9.23,5.9,95790,5.03,26.54,9.07
2014,11,4,21,30,25.82,5,3.95,95830,2.88,25.33,358.74
2014,11,4,22,30,25.57,9.33,2.42,95850,1.37,25.14,357.94
2014,11,4,23,30,25.6,30.21,1.62,95860,0.89,25.31,38.83
2014,11,5,0,30,25.83,40.18,1.03,95890,0.58,25.6,64.77
2014,11,5,1,30,25.82,36.07,1.02,95900,0.65,25.65,50.25
2014,11,5,2,30,25.22,41.12,1.07,95880,0.79,25.11,54.12
2014,11,5,3,30,23.72,40.49,1.36,95890,1.19,23.62,42.81
2014,11,5,4,30,23.64,77.63,0.6,95900,0.44,23.44,84.42
2014,11,5,5,30,23.58,63.82,0.2,95940,0.07,23.41,149.27
2014,11,5,6,30,21.49,277.62,2.63,95950,2.91,21.12,273.26
2014,11,5,7,30,21.62,276.14,2.68,95990,2.92,21.05,272.55
2014,11,5,8,30,22.63,272.8,1.48,96050,1.47,22.85,273.24
2014,11,5,9,30,25.21,320.93,1.88,96060,1.87,25.45,320.83
2014,11,5,10,30,26.98,344.84,2.58,96050,2.56,27.21,344.73
2014,11,5,11,30,28,341.45,3.27,95960,3.24,28.24,341.32
2014,11,5,12,30,29.01,355.74,3.5,95930,3.46,29.25,355.67
2014,11,5,13,30,29.49,350.96,3.67,95910,3.63,29.72,350.94
2014,11,5,14,30,29.61,346.02,4.13,95840,4.08,29.83,346.03
2014,11,5,15,30,29.49,333.71,4.73,95750,4.67,29.7,333.65
2014,11,5,16,30,29.13,343.09,6.07,95720,5.87,29.29,343.24
2014,11,5,17,30,28.52,353.66,7.61,95750,7.23,28.57,353.8
2014,11,5,18,30,28,358.35,8.02,95800,7.63,27.9,358.46
2014,11,5,19,30,27.33,352.74,6.89,95790,6.2,27.05,350.66
2014,11,5,20,30,26.35,352.34,4.67,95830,3.61,25.92,346.82
2014,11,5,21,30,26.59,1.21,3.37,95870,2.54,26.28,359.03
2014,11,5,22,30,26.72,15.24,2.38,95870,1.86,26.48,14.89
2014,11,5,23,30,25.57,297.9,1.9,95880,1.95,25.37,281.12
2014,11,6,0,30,25.31,267.41,2.73,95890,3.21,25,255.17
2014,11,6,1,30,24.83,273.18,4.13,95890,4.35,24.5,266.21
2014,11,6,2,30,24.41,287.93,4.76,95830,4.73,24.04,279.73
2014,11,6,3,30,24.21,295.2,4.46,95800,4.52,23.85,286.33
2014,11,6,4,30,23.13,300.82,5.16,95810,5.16,22.67,291.1
2014,11,6,5,30,22.34,308.28,5.41,95830,5.24,22.07,302.13
2014,11,6,6,30,22.25,302.68,4.61,95870,4.2,22.02,295.07
2014,11,6,7,30,22.04,299.19,4.34,95910,3.81,21.87,293.43
2014,11,6,8,30,22.81,303.3,2.73,95980,2.69,23.02,302.55
2014,11,6,9,30,24.57,338.71,2.97,96010,2.92,24.8,338.52
2014,11,6,10,30,26.15,339.41,4.4,95990,4.34,26.39,339.37
2014,11,6,11,30,27.58,345.19,7.47,95890,7.37,27.82,345.11
2014,11,6,12,30,28.17,344.13,7.06,95860,6.97,28.41,344.08
2014,11,6,13,30,28.58,343.12,6.46,95780,6.38,28.82,343.15
2014,11,6,14,30,28.7,338.4,6.42,95690,6.33,28.92,338.41
2014,11,6,15,30,28.6,340.48,6.07,95640,5.97,28.81,340.5
2014,11,6,16,30,28.24,340.97,6.76,95630,6.54,28.4,340.93
2014,11,6,17,30,27.56,350.73,7.11,95690,6.52,27.56,351.2
2014,11,6,18,30,27.01,359.21,7.32,95720,6.67,26.92,359.3
2014,11,6,19,30,26.75,5.09,5.72,95760,5.09,26.61,5.51
2014,11,6,20,30,26.39,21.31,4.42,95810,3.86,26.22,23.01
2014,11,6,21,30,26.3,36.51,3.53,95820,3.18,26.16,40.13
2014,11,6,22,30,26.39,45.43,3.07,95800,2.85,26.28,49.3
2014,11,6,23,30,26.42,46.61,2.74,95780,2.4,26.33,49.48
2014,11,7,0,30,26.15,48.83,2.64,95770,2.19,26.05,51.77
2014,11,7,1,30,25.7,43.69,2.54,95770,2.15,25.55,45.84
2014,11,7,2,30,22.54,11.84,2.99,95760,2.93,22.18,10.12
2014,11,7,3,30,21.24,333.92,2.03,95770,1.8,20.7,330.36
2014,11,7,4,30,20.38,290.68,3.56,95800,3.43,19.98,286.61
2014,11,7,5,30,20.2,301.1,4.82,95820,4.46,19.94,296.93
2014,11,7,6,30,20.03,308.65,4.89,95840,4.26,19.73,302.47
2014,11,7,7,30,19.78,307.46,4.96,95880,4.03,19.52,303.17
2014,11,7,8,30,20.67,305.39,3.03,95950,2.88,20.9,304.69
2014,11,7,9,30,23.11,318.05,2.43,95980,2.4,23.34,317.83
2014,11,7,10,30,25.22,357.13,3.21,95960,3.18,25.45,357.01
2014,11,7,11,30,27.16,356.46,5.05,95810,4.99,27.4,356.31
2014,11,7,12,30,28.24,3.98,5.64,95850,5.57,28.48,4
2014,11,7,13,30,28.59,355.85,5.75,95820,5.68,28.83,355.89
2014,11,7,14,30,28.95,2.28,5.93,95780,5.85,29.18,2.25
2014,11,7,15,30,28.74,6.44,6.14,95750,6.04,28.95,6.28
2014,11,7,16,30,28.27,13.01,6.21,95750,5.99,28.42,12.54
2014,11,7,17,30,27.51,357.63,7.15,95790,6.83,27.55,355.97
2014,11,7,18,30,26.73,355.3,6.58,95850,6.16,26.55,352.62
2014,11,7,19,30,24.87,7.5,4.78,95870,3.64,24.43,4.58
2014,11,7,20,30,24.11,4.9,4.51,95860,3.46,23.76,359.57
2014,11,7,21,30,23.56,3.59,3.7,95880,3.04,23.21,353.66
2014,11,7,22,30,23.22,24.92,3.25,95870,2.12,22.67,15.3
2014,11,7,23,30,23.18,39.79,2.51,95870,1.51,22.93,35.3
2014,11,8,0,30,22.54,42.07,2.67,95860,1.76,22.39,34.06
2014,11,8,1,30,22.2,56.63,2.13,95880,1.19,22.07,56.49
2014,11,8,2,30,21.92,22.24,1.66,95830,1,21.77,351.91
2014,11,8,3,30,22.18,35.58,1.58,95840,0.68,21.93,18.02
2014,11,8,4,30,22.08,21.42,1.48,95850,0.84,21.85,3.63
2014,11,8,5,30,21.47,299.18,0.63,95870,0.86,21.26,264.67
2014,11,8,6,30,21.05,342.93,1.03,95860,0.81,20.88,330.47
2014,11,8,7,30,20.39,19.25,0.32,95890,0.2,20.19,66.39
2014,11,8,8,30,21.58,358.09,0.23,95980,0.24,21.8,352.99
2014,11,8,9,30,23.68,72.67,2.15,96000,2.12,23.91,72.49
2014,11,8,10,30,25.25,56.33,3.33,95990,3.29,25.49,56.13
2014,11,8,11,30,26.61,45.68,3.77,95890,3.73,26.85,45.5
2014,11,8,12,30,27.63,53.73,4.4,95900,4.35,27.87,53.71
2014,11,8,13,30,28.17,65.95,4.32,95910,4.27,28.4,66.01
2014,11,8,14,30,28.44,64.17,4.49,95840,4.44,28.66,64.23
2014,11,8,15,30,28.49,64.09,3.72,95830,3.68,28.69,64.27
2014,11,8,16,30,28.19,93.24,2.81,95820,2.81,28.37,94.34
2014,11,8,17,30,27.93,128.21,2.24,95860,2.32,28.09,129.49
2014,11,8,18,30,27.42,124.51,2.91,95880,3.09,27.48,126.42
2014,11,8,19,30,27.13,109.15,3.66,95870,3.83,27.18,111.6
2014,11,8,20,30,27.03,116.13,3.54,95900,3.82,27.06,119.49
2014,11,8,21,30,24.77,56.35,0.98,95910,0.61,24.45,67.14
2014,11,8,22,30,24.03,62.87,1.53,95930,1.44,23.82,72.93
2014,11,8,23,30,23.77,66.17,2.11,95940,1.93,23.57,72.14
2014,11,9,0,30,23.67,94.54,2.9,95960,2.74,23.5,99.28
2014,11,9,1,30,22.83,90.35,3.2,95990,2.93,22.64,94.6
2014,11,9,2,30,23.6,116.46,3.1,95950,3.05,23.35,123.46
2014,11,9,3,30,24.59,97.91,2.96,95910,2.81,24.46,106.21
2014,11,9,4,30,22.11,51.02,2.1,95890,1.79,21.72,50.62
2014,11,9,5,30,20.39,51.61,3.19,95930,2.88,19.93,53.54
2014,11,9,6,30,19.38,53.71,3.08,95950,2.75,18.99,56.77
2014,11,9,7,30,19.57,76.74,3.15,95990,2.7,19.21,81.43
2014,11,9,8,30,20.83,49.2,2.34,96060,2.22,21.05,47.5
2014,11,9,9,30,23.12,41.79,3.56,96050,3.5,23.35,41.09
2014,11,9,10,30,25.23,54.24,5.56,96030,5.47,25.47,54.08
